title,website_url,source,grades_or_ages,prices_mentioned,description
E-Z Music Tiles,https://www.theorytime.com/product/e-z-music-tiles/,Theory Time,All Ages; Music Theory,$14.95,"Twenty-four piece coated wooden tiles (exact size of piano keys) · 12 treble and 12 bass color-coded staff tiles · Includes dry erasable marker to write –on-wipe-off · Eight tiles are printed with keynotes (treble G, Bass F, etc). · The others are blank to use dry-erasable marker write-on-wipe-off. Use to reinforce registers and relating the keyboard to the written musical score."
E-Z Notes Workpad w/ Ledger Lines,https://www.theorytime.com/product/e-z-notes-workpad-w-ledger-lines/,Theory Time,All Ages; Music Theory,$4.95,"1 pad that includes keyboard and Grand Staff with Ledger lines ( Staff Workpad & Scales Workpad also pictured, but NOT included)"
E-Z Rhythm Blocks,https://www.theorytime.com/product/e-z-rhythm-blocks/,Theory Time,All Ages; Music Theory,$38.95,21-piece wooden blocks
E-Z Scale Blocks,https://www.theorytime.com/product/e-z-scale-blocks/,Theory Time,All Ages; Music Theory,$29.95,Magnetic Wooden Blocks
E-Z Scales Workpad,https://www.theorytime.com/product/e-z-scales-workpad/,Theory Time,All Ages; Music Theory,$4.95,"Use this pad to write out scales using letter names and fingerings in addition to drawing the scale on the staff. 1 pad ( Notes Workpad & Staff Workpad also pictured, but NOT included)"
E-Z Staff Rubber Stamp (Inkpad not included),https://www.theorytime.com/product/e-z-staff-rubber-stamp-inkpad-not-included/,Theory Time,All Ages; Music Theory,$9.95,Inkpad not included
E-Z Staff Workpad Gr. Staff/Keyboard,https://www.theorytime.com/product/e-z-staff-workpad-gr-staffkeyboard/,Theory Time,All Ages; Music Theory,$4.95,"1 pad that includes keyboard at the top with Grand Staff ( Notes Workpad & Scales Workpad also pictured, but NOT included)"
Early Intermediate Bundle,https://www.theorytime.com/product/early-intermediate-bundle/,Theory Time,All Ages; Music Theory,$25.90,This bundle includes: Grades 4 & 5 ONLY from the K-12 Workbook Series (2 workbooks total)
Elementary Reproducible Series w/ Fun Sheets & Answer Sheets,https://www.theorytime.com/product/elementary-reproducible-series-w-fun-sheets-answer-sheets/,Theory Time,Elementary; Kindergarten,$384.40,"This bundle includes seven packets: Kindergarten – Sixth Grade Three Answer Sheets packets: K, 1 & 2, Answer Sheets 3 & 4, Answer Sheets 5 & 6 Two Fun Sheets packets: F.S. for K-3 & F.S. for 4-6"
Extra Workbooks for The Five Fathers of Music Program,https://www.theorytime.com/product/extra-workbooks-for-the-five-fathers-of-music-program/,Theory Time,All Ages; Music Theory,$5.99,"Note : The extra workbooks are for teachers who use the syllabus in subsequent years. Sure, the reproducible rights still remain, but we all know that having a workbook ‘in hand’ is so much nicer! Currently: NOT FOR SALE here."
FIFTH GRADE PACKET,https://www.theorytime.com/product/fifth-grade-packet/,Theory Time,All Ages; Music Theory,$39.95,"28 lessons, 3 Fun Sheets"
FIRST GRADE PACKET,https://www.theorytime.com/product/first-grade-packet/,Theory Time,All Ages; Music Theory,$39.95,"(28 lessons, 3 Fun Sheets)"
FOURTH GRADE PACKET,https://www.theorytime.com/product/fourth-grade-packet/,Theory Time,All Ages; Music Theory,$39.95,"27 lessons, 4 Fun Sheets"
FUN SHEETS for Fourth – Sixth Grade,https://www.theorytime.com/product/fun-sheets-for-fourth-sixth-grade/,Theory Time,Elementary,$29.95,"Correlates with concepts covered in the 4th, 5th & 6th grade Elementary Reproducible Curriculum packets"
FUN SHEETS for Kindergarten – Third Grade,https://www.theorytime.com/product/fun-sheets-for-kindergarten-third-grade/,Theory Time,Kindergarten; Elementary,$29.95,"Correlates with concepts covered in the K, 1st, 2nd, & 3rd grade Elementary Reproducible Curriculum packets"
FUN SHEETS for Middle School,https://www.theorytime.com/product/fun-sheets-for-middle-school/,Theory Time,Middle School,$29.95,Correlates with concepts covered in the MS/HS 1A through 3B Reproducible Curriculum packets.
GOLD Level Medallion Workbook,https://www.theorytime.com/product/gold-level-medallion-workbook/,Theory Time,All Ages; Music Theory,$19.95,"The Theory Time Medallion Series Gold workbook covers the fundamentals of music theory. (99 pages, 21 Lessons and 9 Fun Sheets)"
GRADE EIGHT – Intermediate,https://www.theorytime.com/product/grade-eight-intermediate/,Theory Time,All Ages; Music Theory,$12.95,"Perfect & major intervals, augmented & diminished intervals, rhythm drill, chromatic & diatonic half steps, major, minor & diminished triads, simple, compound & irregular meter, cut time, natural, harmonic & melodic minor scales, review of major key signatures, root position, first & second inversion triads, transposition, composition, vocabulary, ear-training, review test.(52 pages, 13 Lessons, 5 Fun Sheets)"
GRADE ELEVEN – College Prep,https://www.theorytime.com/product/grade-eleven-college-prep/,Theory Time,All Ages; Music Theory,$12.95,"Music algebra, rhythm drill, simple, compound & irregular meter, major, minor, diminished & augmented intervals, triads, & inversions, chromatic & diatonic half steps, scale degree names, major/minor circle of 5ths, relative & parallel keys, major & minor scales, chromatic, whole tone & diatonic scales, 4-part writing with voice leading rules, authentic, half & plagal cadences, seventh chords, V7 resolution, transposition, melody writing, vocabulary, ear-training, review test. (60 pages, 10 Lessons, 4 Challenge Sheets)"
GRADE FIVE – Early Intermediate,https://www.theorytime.com/product/grade-five-early-intermediate/,Theory Time,All Ages; Music Theory,$12.95,"Stem rule, treble & bass clef note drill, introduction to 16th note & rest, dotted quarter note, ledger lines, melodic & harmonic intervals, half & whole steps, enharmonic notes, sharps, flats & naturals, major scale pattern, major scales & key signatures through 5 sharps & 5 flats, circle of 5ths, drawing major triads, primary chords, rhythm drill, vocabulary, ear-training, review test(63 pages, 14 Lessons, 6 Fun Sheets)"
GRADE FOUR – Early Intermediate,https://www.theorytime.com/product/grade-four-early-intermediate/,Theory Time,All Ages; Music Theory,$12.95,"Older beginners can begin the series here! (60 pages, 20 Lessons, 6 Fun Sheets)"
GRADE NINE – Advanced,https://www.theorytime.com/product/grade-nine-advanced/,Theory Time,All Ages; Music Theory,$12.95,"Classification of intervals by type & size, inversion of intervals, major, minor, diminished & augmented triads, major & minor chords & primary chords in inversions, relative major & minor keys, 3 types of minor scales, parallel keys, authentic & half cadence, voice leading rules, perfect & imperfect cadences, melody writing, transposition, circle of 5ths, vocabulary, ear-training, review test. (60 pages, 11 Lessons, 4 Challenge Sheets)"
GRADE ONE – Theory Fundamentals,https://www.theorytime.com/product/grade-one-theory-fundamentals/,Theory Time,All Ages; Music Theory,$12.95,"Beginning 1st, 2nd or 3rd grade students could start at this level. (47 pages, 13 Lessons, 8 Fun Sheets)"
GRADE SEVEN – Intermediate,https://www.theorytime.com/product/grade-seven-intermediate/,Theory Time,All Ages; Music Theory,$12.95,"Identifying & writing intervals, melodic & harmonic intervals, chromatic and diatonic half steps, double sharps & double flats, simple & compound meter, conducting patterns, review of major scales, key signatures & triads, relative minor keys, minor circle of 5ths, natural minor scales, major & minor triads, primary chords, rhythm drill, vocabulary, ear-training, review test.(56 pages, 13 Lessons, 5 Fun Sheets)……….$"
GRADE SIX – Intermediate,https://www.theorytime.com/product/grade-six-intermediate/,Theory Time,All Ages; Music Theory,$12.95,"Stem rule, treble & bass clef note drill, ledger lines, rhythm drill, introduction to 6/8 time, triplets, intervals, major scale pattern, all major scales, circle of 5ths, drawing & naming major key signatures, triads & chords, major & minor 3rds, major & minor triads, vocabulary, ear-training, review test.(60 pages, 14 Lessons, 5 Fun Sheets)"
GRADE TEN – Advanced,https://www.theorytime.com/product/grade-ten-advanced/,Theory Time,All Ages; Music Theory,$12.95,"Perfect, major, augmented & diminished intervals & inversions, chromatic & diatonic half steps, major, minor, diminished & augmented triads & inversions, diatonic, chromatic & whole tone scales, 3 types of minor scales, seventh chords, V7 chords, major & minor circle of 5ths, parallel keys, simple, compound & irregular meter, open & close harmony in 4-part writing, authentic & half cadence, 4-part harmonic analysis, transposition, melody writing in melodic minor, vocabulary, ear-training, review test. (52 pages, 10 Lessons, 4 Challenge Sheets)"
GRADE THREE – Theory Fundamentals,https://www.theorytime.com/product/grade-three-theory-fundamentals/,Theory Time,All Ages; Music Theory,$12.95,"Music alphabet, staff, rests, stem rule, drawing the treble clef, treble clef lines & spaces, drawing the bass clef, bass clef lines & spaces, measures, bar lines, double bar line, grand staff, intervals on a keyboard & staff, half & whole steps, sharps & flats, major scale pattern, major scales of C, F & G, rhythm drill, vocabulary, ear-training, review test (58 pages, 17 Lessons, 6 Fun Sheets)"
GRADE TWELVE – College Prep,https://www.theorytime.com/product/grade-twelve-college-prep/,Theory Time,All Ages; Music Theory,$12.95,"Intervals (simple & compound), major, minor, diminished & augmented intervals, triads, & inversions, scale degree names, 4-part writing with inversions using figured bass, voice leading rules, seventh chords & inversions, V7 resolution, primary & secondary chords, doubling rules, monophonic, polyphonic & homophonic music, Alberti bass, other musical forms, Sonata-Allegro form & analysis of 8 sonatinas, rhythm drill, modes, twelve-tone row, vocabulary, ear-training, review test. (59 pages, 11 Lessons, 4 Challenge Sheets)"
GRADE TWO – Theory Fundamentals,https://www.theorytime.com/product/grade-two-theory-fundamentals/,Theory Time,All Ages; Music Theory,$12.95,"Beginning 4th or 5th grade students could start at this level.(47 pages, 14 Lessons, 8 Fun Sheets)"
GREAT COMPOSERS,https://www.theorytime.com/product/great-composers/,Theory Time,All Ages; Music Theory,$59.95,"Travel back in time to the Baroque, Classical, Romantic and Contemporary periods and meet some of the world’s greatest composers! Learn historical events and listen to the music of the masters (specific music is suggested, but not included)"
Group Course Access (Grade 00 Primer – Multi-Seat Team),https://www.theorytime.com/product/primer-group-video-course-for-music-teachers-multi-seat-account/,Theory Time,Grade 0,$39.95,"Bring Theory Time Video Courses to Your Entire Student Roster—Effortlessly 🎶 The Theory Time Group Course Access is designed specifically for music teachers and homeschool educators who want a simple, powerful way to bring structured music theory into their classroom. This course group is for Primer, every seat in this course will have instant enrollment in Primer 00 Video Course only. Each seat will be good for 12 months and can be reassigned as needed during that time period. With multi-seat access by grade level, you can manage your entire group of students in one place per Grade level — no juggling logins, no confusion, just streamlined learning. Built for Teachers and Home School Parents This isn’t just access—it’s control, visibility, and flexibility. With your group dashboard, you can: Invite students Assign seats Monitor student progress Remove or replace students Add additional seats anytime 🎼 Perfectly Paired Learning—Workbook + Video Each Theory Time course is designed to align exactly with its corresponding workbook by grade level , creating a seamless, structured learning experience for your students. That means no guesswork—you can confidently assign lessons knowing the video instruction directly supports what your students are working on in their books. Even better, every course is taught by the author, Heather Rathnau herself , bringing consistency, clarity, and the same trusted teaching approach that educators have relied on for years. 💡 Why This Matters Reinforces workbook concepts with guided instruction Keeps students on track with grade-level progression Delivers a consistent teaching style across every lesson Saves you time while enhancing student understanding"
Group Course Access (Grade 01 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-01-multi-seat-team/,Theory Time,Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 02 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-02-multi-seat-team/,Theory Time,Grade 2; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 03 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-03-multi-seat-team/,Theory Time,Grade 3; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 04 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-04-multi-seat-team/,Theory Time,Grade 4; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 05 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-05-multi-seat-team/,Theory Time,Grade 5; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 06 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-06-multi-seat-team/,Theory Time,Grade 6; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 07 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-07-multi-seat-team/,Theory Time,Grade 7; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 08 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-08-multi-seat-team/,Theory Time,Grade 8; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 09 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-09-multi-seat-team/,Theory Time,Grade 9; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 10 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-10-multi-seat-team/,Theory Time,Grade 10; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 11 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-11-multi-seat-team/,Theory Time,Grade 11; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
Group Course Access (Grade 12 – Multi-Seat Team),https://www.theorytime.com/product/group-course-access-grade-12-multi-seat-team/,Theory Time,Grade 12; Grade 1,$39.95,"Give your students access to Theory Time video course Grade 01 with this bundle. Purchase seats by grade level, invite your students, and track their progress all from one simple dashboard."
HANSEL & GRETEL,https://www.theorytime.com/product/hansel-gretel/,Theory Time,All Ages; Music Theory,$59.95,"Experience Engelbert Humperdinck’s delightful Hansel & Gretel, based on Grimm’s fairy tale. Learn about opera, publicity and staging."
"HAPPY BIRTHDAY, COMPOSERS! CALENDAR",https://www.theorytime.com/product/happy-birthday-composers-calendar/,Theory Time,All Ages; Music Theory,$19.95,"One day each year is special to everyone – their birthday! HAPPY BIRTHDAY, COMPOSERS! is an excellent resource for those who teach music and those who study it. What a great way to honor your students on their special day by listing their name next to a composer who shares that same special day with them!"
HAVE A BLAST WITH THE PAST,https://www.theorytime.com/product/have-a-blast-with-the-past/,Theory Time,All Ages; Music Theory,$59.95,The musical styles of each decade of the century just passed are highlighted in the performance of a musical review. It’s show time!
HIGH SCHOOL 4A,https://www.theorytime.com/product/high-school-4a/,Theory Time,High School,$39.95,"25 lessons, 43 pages"
HIGH SCHOOL 4B,https://www.theorytime.com/product/high-school-4b/,Theory Time,High School,$39.95,"23 lessons, 27 pages"
HIGH SCHOOL 5A,https://www.theorytime.com/product/high-school-5a/,Theory Time,High School,$39.95,"22 lessons, 24 pages"
HIGH SCHOOL 5B,https://www.theorytime.com/product/high-school-5b/,Theory Time,High School,$39.95,"24 lessons, 26 pages"
High School BUNDLE,https://www.theorytime.com/product/high-school-bundle/,Theory Time,High School,$219.65,"Levels 4A, 4B, 5A, 5B, Challenge Sheets for HS, Two Answer Sheet packets! This bundle includes four reproducible packets: HS 4A, 4B, 5A, 5B Challenge Sheets for High School Two Answer Sheet packets: Answer Sheets for HS 4A & 4B; Answer Sheets for 5A & 5B"
HIGHLIGHTING TAPE MULTICOLOR 6-PAK,https://www.theorytime.com/product/highlighting-tape-multicolor-6-pak/,Theory Time,All Ages; Music Theory,$24.00,"Great for marking troublesome spots in music! Write on it, see through it, peel it off when the problem is corrected! Students love the bright colors. Includes 1 of each of the following colors: pink, green, blue, yellow, red and purple."
HIGHLIGHTING TAPE SINGLE ROLL,https://www.theorytime.com/product/highlighting-tape-single-roll/,Theory Time,All Ages; Music Theory,$4.00,"Great for marking troublesome spots in music! Write on it, see through it, peel it off when the problem is corrected! Students love the bright colors – choose from pink, green, blue, yellow, red or purple"
HIT A HOME RUN WITH THEORY! – Game Packet,https://www.theorytime.com/product/hit-a-home-run-with-theory-game-packet/,Theory Time,All Ages; Music Theory,$39.95,"Five games in three levels with a baseball theme. . . the perfect complement to Hit A Home Run With Theory – Lesson Plans. Whether you use it with or without the worksheet packet, your students will have a “ball” with the 59 pages of games and instruction."
HIT A HOME RUN WITH THEORY! – Lesson Plans and Worksheets,https://www.theorytime.com/product/hit-a-home-run-with-theory-lesson-plans-and-worksheets/,Theory Time,All Ages; Music Theory,$59.95,"Baseball, hot dogs and music theory? What more could you offer your students on a hot summer day! Get your students “warmed up” with drills that will “sharp‘n” their average and have them hitting a home run in their musical studies!"
Intermediate Bundle,https://www.theorytime.com/product/intermediate-bundle/,Theory Time,All Ages; Music Theory,$38.85,"This bundle includes: Grades 6, 7, & 8 ONLY from the K-12 Workbook Series (total of 3 workbooks)"
"INTERVAL FLASH CARDS – C, F, & G",https://www.theorytime.com/product/interval-flash-cards-c-f-g/,Theory Time,All Ages; Music Theory,$39.95,"Major, minor and perfect intervals in 3 different keys! Size 8 1/2″ x 11″"
"INTERVAL FLASH CARDS – C, F, G, D, A, B-flat, & E-flat",https://www.theorytime.com/product/interval-flash-cards-c-f-g-d-a-b-flat-e-flat/,Theory Time,All Ages; Music Theory,$19.95,Interval Flashcards – 126 cards – 4 1/4″ x 5 1/2″ (for the private teacher or small group)
"INTERVAL FLASH CARDS – D, A, B-flat, & E-flat",https://www.theorytime.com/product/interval-flash-cards-d-a-b-flat-e-flat/,Theory Time,All Ages; Music Theory,$44.95,"Classroom Intervals in D, A, B-flat and E-flat – 85 cards. 8 1/2″ x 11″"
K-12 Workbook Bundle,https://www.theorytime.com/product/k-12-workbook-bundle/,Theory Time,All Ages; Music Theory,$168.35,"This bundle includes ALL 13 workbooks from the K-12 Workbook series only. Primer, Grade One, Two, Three Four, Five, Six, Seven, Eight, Nine, Ten, Eleven, Twelve! The TT Primer is the official study material for Level C of the National Federation of Music Clubs Festival Theory Test Event."
K-12 Workbooks & Teacher Editions Bundle,https://www.theorytime.com/product/k-12-workbooks-teacher-editions-bundle/,Theory Time,Grade 12,$233.20,This bundle includes all 13 workbooks from the K-12 Workbook Series (Primer – Grade 12) PLUS the 3 Teacher Edition Workbooks with the answers and ear training drills. The “Get Your Ear in Gear” Ear Training prompts are drilled in the TT Online Academy.
KEY SIGNATURE CLASSROOM FLASHCARDS,https://www.theorytime.com/product/key-signature-classroom-flashcards/,Theory Time,All Ages; Music Theory,$34.95,"Treble, Bass & Grand Staff – 45 cards. Classroom Size – 8 1/2″ x 11″"
KEY SIGNATURE – FLASH CARDS,https://www.theorytime.com/product/key-signature-flash-cards/,Theory Time,All Ages; Music Theory,$14.95,Treble & Bass Clef –30 cards. 4 1/4″ x 5 1/2″ (for the private teacher or small group)
KINDERGARTEN PACKET,https://www.theorytime.com/product/kindergarten-packet/,Theory Time,Kindergarten,$39.95,"High & low, up & down, music alphabet, introduction to staff, line & space notes, dynamics (forte & piano), treble clef (high), bass clef (low), quarter note & rest, two-eighth notes, repeated notes, steps & skips, ear training (up & down, step or skip, loud or soft, rhythm recognition), rhythm drills, post-test, teacher ear-training guide. (24 lessons, 2 Fun Sheets)"
LAMINATED KEYBOARD,https://www.theorytime.com/product/laminated-keyboard/,Theory Time,All Ages; Music Theory,$5.00,"One side looks like a real keyboard. . . . the flip side has “unfilled” black keys for ease in writing scales, intervals or naming keys on the keyboard. Great for theory classes! Dry erase pen wipes off clean. Big enough to accommodate a one-octave scale in any key! (4 ¼ x 14)"
